"term","category","weight"
"thru","POS_E","0.06938093"
"today","POS_E","0.1993778713"
"loving","POS_E","0.1421910143"
"now","POS_E","0.0385724106"
"now","POS_E","0.0181725627"
"savior","POS_E","0.0127177896"
"soul","POS_E","0.0186988433"
"making","POS_E","0.0561863432"
"heart","POS_E","-0.0136410484"
"awesome","POS_E","0.2014639437"
"productive","POS_E","0.0593920033"
"watching","POS_E","0.3406524774"
"may","POS_E","0.0364196957"
"birthday","POS_E","0.0634690743"
"grandson","POS_E","0.0661768135"
"st","POS_E","0.065806108"
"years","POS_E","0.0314842312"
"course","POS_E","0.0912885497"
"there","POS_E","0.0401425779"
"still","POS_E","0.1112894372"
"thank","POS_E","0.1215547983"
"interesting","POS_E","0.0622881285"
"into","POS_E","0.0177317837"
"again","POS_E","0.0273662245"
"again","POS_E","0.0418720142"
"lunch","POS_E","0.0831253221"
"not","POS_E","-0.1048295908"
"now","POS_E","0.0425178534"
"thankful","POS_E","0.0157505236"
"rock","POS_E","0.1179543457"
"el","POS_E","-0.0820778749"
"day","POS_E","-0.0239562176"
"day","POS_E","0.0577799356"
"ex","POS_E","-0.1044409967"
"year","POS_E","-0.0317933132"
"living","POS_E","0.081969476"
"future","POS_E","-0.0325650358"
"training","POS_E","0.0741408119"
"it's","POS_E","0.0179233283"
"through","POS_E","0.0357596914"
"place","POS_E","0.0202383825"
"first","POS_E","-0.010055213"
"one","POS_E","-0.0292205931"
"long","POS_E","-0.0271238457"
"little","POS_E","-0.0604308426"
"caught","POS_E","0.0196413513"
"anyone","POS_E","0.0235081072"
"2","POS_E","0.04074205"
"that","POS_E","-0.0437604229"
"gotta","POS_E","0.065419398"
"future","POS_E","-0.0358800853"
"days","POS_E","0.0447542869"
"were","POS_E","0.0567840019"
"and","POS_E","0.1135188493"
"13th","POS_E","0.0346826958"
"weekend","POS_E","0.0110237787"
"sure","POS_E","-0.0759606723"
"knew","POS_E","0.0185720923"
"paid","POS_E","0.0428969856"
"i","POS_E","0.0299014067"
"proud","POS_E","0.2580489487"
"link","POS_E","0.1036216904"
"bright","POS_E","0.0590081201"
"rt","POS_E","-0.0941754571"
"behind","POS_E","0.0335450851"
"only","POS_E","-0.069910369"
"going","POS_E","0.067796434"
"her","POS_E","0.0187569564"
"get","POS_E","-0.0212564303"
"cannot","POS_E","0.0370346188"
"morning","POS_E","0.020963951"
"miles","POS_E","0.0217554268"
"y'all","POS_E","0.0379936479"
"3","POS_E","0.0136425204"
"killing","POS_E","0.0254414275"
"article","POS_E","0.0606855019"
"wheels","POS_E","0.0550859723"
"can't","POS_E","0.0741248654"
"us","POS_E","0.0463972937"
"60","POS_E","0.0326338257"
"dad","POS_E","-0.0217449904"
"learning","POS_E","0.0523452406"
"you","POS_E","0.0597534904"
"shopping","POS_E","0.144923661"
"wake","POS_E","0.0676655237"
"spirit","POS_E","0.058963468"
"case","POS_E","0.0113762119"
"these","POS_E","0.0105707935"
"the","POS_E","-0.0468355104"
"i","POS_E","-0.0550499214"
"today","POS_E","0.0248996952"
"a","POS_E","0.07549861"
"middle","POS_E","0.0193972307"
"everyday","POS_E","0.0287189235"
"reminded","POS_E","-0.019477242"
"too","POS_E","-0.0296488303"
"week","POS_E","0.0773618455"
"so","POS_E","0.0253097964"
"this","POS_E","-0.0230291192"
"running","POS_E","0.0763900401"
"them","POS_E","0.0561725331"
"without","POS_E","0.0861069923"
"hope","POS_E","0.0190003594"
"being","POS_E","-0.0983511471"
"rest","POS_E","0.0496244182"
"twitter","POS_E","-0.0989945934"
"what","POS_E","0.0367973175"
"thinking","POS_E","0.0287586058"
"seems","POS_E","0.0602249855"
"kingdom","POS_E","0.0289970604"
"around","POS_E","-0.097796821"
"read","POS_E","0.068900125"
"it","POS_E","0.0529236422"
"mom","POS_E","0.043806966"
"amp","POS_E","-0.0398474454"
"accepted","POS_E","0.015787304"
"excited","POS_E","0.0715573725"
"daddy","POS_E","0.0530893789"
"memories","POS_E","0.0320216723"
"but","POS_E","0.0512435585"
"power","POS_E","0.0669202089"
"on","POS_E","0.1027366613"
"stone","POS_E","0.0684598659"
"of","POS_E","0.0334817314"
"journey","POS_E","0.0419107918"
"stand","POS_E","0.0682864532"
"d","POS_E","0.12528659"
"or","POS_E","-0.0947187949"
"blessed","POS_E","-0.0188704767"
"your","POS_E","-0.0693051301"
"her","POS_E","-0.0239860601"
"there","POS_E","-0.0270735567"
"start","POS_E","0.0813748986"
"stars","POS_E","0.0353308682"
"house","POS_E","0.1267614408"
"me","POS_E","0.1284285932"
"treat","POS_E","0.0514138383"
"enough","POS_E","-0.01225881"
"trying","POS_E","0.0609067354"
"with","POS_E","0.1024889281"
"am","POS_E","0.0158807276"
"al","POS_E","0.0731331625"
"deep","POS_E","-0.0134558191"
"an","POS_E","-0.027158291"
"as","POS_E","-0.1697886238"
"love","POS_E","-0.042668864"
"at","POS_E","-0.0130516953"
"watched","POS_E","0.0564253401"
"beautiful","POS_E","0.0504863531"
"again","POS_E","0.0381081225"
"field","POS_E","0.0910406881"
"you","POS_E","-0.0473959603"
"pool","POS_E","0.0696562377"
"all","POS_E","0.0200887065"
"talks","POS_E","0.027544777"
"follow","POS_E","-0.0641754674"
"children","POS_E","0.0793825766"
"to","POS_E","0.1090609694"
"cool","POS_E","0.0560980679"
"enjoying","POS_E","0.0815932577"
"time","POS_E","-0.0455174744"
"time","POS_E","0.0495533866"
"song","POS_E","0.1282340582"
"very","POS_E","0.0204903086"
"time","POS_E","0.0704981839"
"sons","POS_E","0.0452891176"
"fam","POS_E","0.1004075644"
"laying","POS_E","-0.0106030507"
"hope","POS_E","0.0379642105"
"past","POS_E","-0.0533274738"
"what","POS_E","-0.0197334181"
"you","POS_E","0.0337799449"
"sun","POS_E","0.0180718118"
"full","POS_E","0.0961391254"
"hours","POS_E","0.071919515"
"at","POS_E","0.0503531655"
"experience","POS_E","0.0409376796"
"action","POS_E","0.0883026724"
"family","POS_E","-0.0324546614"
"family","POS_E","0.1051880809"
"two","POS_E","0.0357075965"
"taken","POS_E","0.0206432557"
"more","POS_E","0.0206726765"
"karaoke","POS_E","0.0260278102"
"town","POS_E","0.0197593754"
"hour","POS_E","0.0778697512"
"beautiful","POS_E","0.1450720825"
"me","POS_E","-0.0269680716"
"huge","POS_E","0.0785223698"
"stayed","POS_E","0.0798260684"
"hugs","POS_E","0.051158326"
"plans","POS_E","0.0441882213"
"opening","POS_E","0.0648984281"
"coming","POS_E","0.1508539941"
"he","POS_E","0.076005138"
"playing","POS_E","0.0680893789"
"help","POS_E","0.114338421"
"held","POS_E","0.0213391294"
"through","POS_E","-0.0448303215"
"its","POS_E","-0.0379950284"
"pray","POS_E","0.0483427227"
"bout","POS_E","0.0577053966"
"good","POS_E","0.0894926672"
"food","POS_E","0.0136898525"
"always","POS_E","-0.0145888809"
"bless","POS_E","0.0803149815"
"stopped","POS_E","0.0249448987"
"found","POS_E","0.032461049"
"friendship","POS_E","-0.011854417"
"heavy","POS_E","0.0628322277"
"everyone","POS_E","0.0328210785"
"hard","POS_E","0.0827608263"
"it","POS_E","0.0400866619"
"really","POS_E","-0.0101419146"
"missed","POS_E","0.058025991"
"health","POS_E","0.0109379216"
"the","POS_E","-0.0956041089"
"feel","POS_E","-0.0189282915"
"done","POS_E","0.071107651"
"miss","POS_E","-0.0902887275"
"wonderful","POS_E","0.1072806772"
"storm","POS_E","0.0459216214"
"mama","POS_E","0.0405065495"
"banana","POS_E","0.0579836027"
"park","POS_E","0.0867961843"
"home","POS_E","-0.0152405379"
"believe","POS_E","-0.0279485898"
"when","POS_E","0.037646025"
"kind","POS_E","0.0358356334"
"i","POS_E","0.1386096912"
"treated","POS_E","0.0631331113"
"had","POS_E","0.0236098144"
"in","POS_E","0.0128647698"
"dancing","POS_E","0.0196087908"
"if","POS_E","0.0220179292"
"also","POS_E","0.0149910046"
"it","POS_E","0.060344101"
"most","POS_E","-0.0332572183"
"virus","POS_E","0.0345723571"
"rain","POS_E","0.0119818816"
"clean","POS_E","0.1106446026"
"heart","POS_E","0.0451908741"
"pretty","POS_E","0.0809525793"
"amp","POS_E","-0.0381296284"
"his","POS_E","-0.0874631234"
"hit","POS_E","0.0135159117"
"yet","POS_E","0.056800058"
"thanks","POS_E","0.0507315313"
"feels","POS_E","0.0930684847"
"him","POS_E","-0.0114308022"
"him","POS_E","0.0362486858"
"are","POS_E","-0.0557830372"
"close","POS_E","0.0662260121"
"morning","POS_E","0.0266542713"
"thank","POS_E","0.0395578308"
"won","POS_E","0.1553892721"
"wait","POS_E","0.1119795804"
"wait","POS_E","0.0105762979"
"knowing","POS_E","0.0202505021"
"missing","POS_E","0.0182528032"
"succeed","POS_E","0.0549654609"
"both","POS_E","-0.0203424377"
"last","POS_E","0.0919228116"
"now","POS_E","0.0238788303"
"whole","POS_E","0.013086228"
"my","POS_E","0.0389121359"
"whatever","POS_E","0.0558842972"
"church","POS_E","-0.011685781"
"cream","POS_E","0.0469558989"
"lets","POS_E","0.0519410361"
"girls","POS_E","0.0104528844"
"else","POS_E","0.0687385178"
"rocking","POS_E","0.0720100701"
"while","POS_E","0.014890364"
"fun","POS_E","0.2720960304"
"ready","POS_E","0.1595083743"
"seem","POS_E","0.0179597068"
"all","POS_E","0.0173434655"
"yesterday","POS_E","0.102685586"
"moment","POS_E","0.0596760396"
"cleaning","POS_E","0.0887811934"
"so","POS_E","0.0270057756"
"spent","POS_E","0.0459639323"
"and","POS_E","-0.0348706521"
"spend","POS_E","0.0358552322"
"listening","POS_E","0.1018211577"
"world","POS_E","-0.0473935517"
"praying","POS_E","0.0171285097"
"letting","POS_E","0.0324447342"
"x","POS_E","0.064178103"
"excited","POS_E","0.2371845753"
"big","POS_E","0.054107544"
"often","POS_E","0.0299535908"
"spring","POS_E","0.0188819394"
"some","POS_E","0.0695508225"
"back","POS_E","-0.064347077"
"i","POS_E","-0.0972858002"
"decision","POS_E","0.0312628105"
"shall","POS_E","0.0290679512"
"we","POS_E","0.0344263171"
"beans","POS_E","0.0616313056"
"seeing","POS_E","0.0322677494"
"today","POS_E","-0.0722683502"
"today","POS_E","-0.03246272"
"today","POS_E","-0.0529642771"
"spending","POS_E","0.1215818797"
"fast","POS_E","0.0141622012"
"today","POS_E","-0.038060903"
"forward","POS_E","0.0460314919"
"they","POS_E","0.0388900033"
"up","POS_E","-0.0511309565"
"us","POS_E","-0.0605820715"
"strong","POS_E","-0.0181038265"
"aunt","POS_E","0.0242235539"
"smiles","POS_E","-0.0119983705"
"ago","POS_E","-0.0148045022"
"lead","POS_E","0.0551324809"
"life","POS_E","-0.0142255171"
"fresh","POS_E","0.0532473997"
"having","POS_E","0.0515780692"
"going","POS_E","0.0620286643"
"go","POS_E","0.0932044081"
"then","POS_E","0.0843228928"
"garden","POS_E","0.0398543228"
"outside","POS_E","0.0947064188"
"it","POS_E","-0.0109761881"
"putting","POS_E","0.02968186"
"this","POS_E","0.0420032054"
"but","POS_E","0.0321957448"
"try","POS_E","-0.0125808694"
"waking","POS_E","0.0435863993"
"video","POS_E","0.1194560677"
"earth","POS_E","0.0480638573"
"giving","POS_E","0.0647977048"
"waiting","POS_E","0.0747986715"
"can","POS_E","0.0112307095"
"packing","POS_E","0.0211998232"
"healing","POS_E","0.049867792"
"great","POS_E","0.2366248301"
"honor","POS_E","0.0272005652"
"wit","POS_E","0.0318923973"
"standing","POS_E","0.0547888738"
"from","POS_E","-0.1247957079"
"started","POS_E","0.0718342779"
"sister","POS_E","0.0318686193"
"train","POS_E","0.0510316563"
"mom","POS_E","0.0458167996"
"baby","POS_E","0.1329247322"
"this","POS_E","0.1314422317"
"challenge","POS_E","0.0505246373"
"getting","POS_E","0.0972735926"
"praise","POS_E","0.0225196347"
"giants","POS_E","0.0929415722"
"something","POS_E","0.0348429885"
"sis","POS_E","0.0402102399"
"animal","POS_E","0.0461918671"
"instead","POS_E","0.0461884466"
"sweat","POS_E","0.0434851266"
"for","POS_E","0.03967921"
"stop","POS_E","0.0320478297"
"tied","POS_E","0.0278853479"
"come","POS_E","-0.0108780215"
"love","POS_E","0.0243656275"
"you","POS_E","0.0482729923"
"dad","POS_E","0.0102321648"
"greater","POS_E","0.0111549312"
"day","POS_E","0.1456067431"
"today","POS_E","0.0171307279"
"week","POS_E","0.0237037683"
"good","POS_E","0.057997365"
"love","POS_E","0.0266701086"
"doing","POS_E","0.0157564105"
"our","POS_E","0.109590825"
"special","POS_E","0.0407857508"
"out","POS_E","-0.0227420688"
"completely","POS_E","0.0589145226"
"please","POS_E","-0.0378076604"
"princess","POS_E","0.0484985968"
"yard","POS_E","0.0464348203"
"done","POS_E","0.0351188559"
"god's","POS_E","0.0336308323"
"lot","POS_E","-0.0302274054"
"nobody","POS_E","-0.1319888565"
"bed","POS_E","-0.049279891"
"good","POS_E","0.0491394926"
"tonight","POS_E","0.0833175317"
"have","POS_E","-0.0189688777"
"studying","POS_E","0.0893545609"
"which","POS_E","0.0240230053"
"who","POS_E","-0.0907525533"
"much","POS_E","0.0227770029"
"movie","POS_E","0.1291119354"
"painting","POS_E","0.0351857983"
"chicken","POS_E","0.1224563711"
"staff","POS_E","0.0313691984"
"hope","POS_E","-0.0368887097"
"game","POS_E","0.0342634041"
"words","POS_E","0.0553832334"
"prayers","POS_E","0.0274357872"
"love","POS_E","0.012448126"
"take","POS_E","0.0357319611"
"twitter","POS_E","-0.0989945934"
"amen","POS_E","0.0463480008"
"precious","POS_E","0.0499924277"
"so","POS_E","0.0561970683"
"walk","POS_E","0.026981625"
"01","POS_E","0.0244168243"
"quit","POS_E","0.0350294289"
"much","POS_E","0.0258674057"
"finished","POS_E","0.1229682695"
"present","POS_E","0.057581696"
"will","POS_E","-0.0865169743"
"almost","POS_E","0.0297173469"
"even","POS_E","0.0352465787"
"helped","POS_E","0.0632592023"
"tattoo","POS_E","0.0598025997"
"it","POS_E","0.0247899125"
"birthday","POS_E","0.0456901066"
"party","POS_E","0.2206936654"
"gets","POS_E","0.0320757304"
"keep","POS_E","-0.0470999081"
"off","POS_E","0.0529378451"
"well","POS_E","-0.0262209448"
"dose","POS_E","0.0455213125"
"like","POS_E","-0.0380312017"
"success","POS_E","0.0608242946"
"if","POS_E","-0.0772299027"
"lose","POS_E","0.0404415796"
"become","POS_E","0.0675387092"
"i","POS_E","0.053970292"
"twitter","POS_E","-0.0564255219"
"but","POS_E","0.0351864003"
"home","POS_E","0.0192515652"
"gonna","POS_E","0.1216992861"
"we","POS_E","0.0494887258"
"about","POS_E","0.0250386981"
"if","POS_E","-0.0483810074"
"freedom","POS_E","0.0434498473"
"it","POS_E","-0.0305499527"
"swimming","POS_E","0.0571220924"
"more","POS_E","0.0653537917"
"and","POS_E","-0.0682374864"
"support","POS_E","0.0380842558"
"but","POS_E","-0.0995787298"
"goals","POS_E","0.0875505047"
"away","POS_E","0.0256779373"
"eat","POS_E","0.0272412734"
"he","POS_E","-0.0569007335"
"count","POS_E","0.0671360927"
"great","POS_E","0.0276081232"
"made","POS_E","0.0896296361"
"wish","POS_E","0.0445744201"
"official","POS_E","0.0561744501"
"kisses","POS_E","0.0435642699"
"together","POS_E","0.0361401821"
"together","POS_E","0.0573474048"
"incredible","POS_E","0.0149572909"
"friends","POS_E","-0.1060990243"
"come","POS_E","0.0443163068"
"work","POS_E","0.0199163746"
